Area_name,Area_type,Average_2018_2019,Category,Count,Variation (%),Week_ending
South Lanarkshire,HSC partnership,185,Aged 5 to 14,176,-4.9,09-Feb-20
South Lanarkshire,HSC partnership,199,Aged 65 to 74,225,13.1,09-Feb-20
South Lanarkshire,HSC partnership,183,Aged 75 to 84,197,7.7,09-Feb-20
South Lanarkshire,HSC partnership,92.5,Aged 85 and over,104,12.4,09-Feb-20
South Lanarkshire,HSC partnership,127.5,Aged under 5,150,17.6,09-Feb-20
West Dunbartonshire,HSC partnership,117.5,Aged 15 to 44,145,23.4,09-Feb-20
West Dunbartonshire,HSC partnership,73.5,Aged 45 to 64,87,18.4,09-Feb-20
West Dunbartonshire,HSC partnership,34.5,Aged 5 to 14,27,-21.7,09-Feb-20
West Dunbartonshire,HSC partnership,37.5,Aged 65 to 74,21,-44,09-Feb-20
West Dunbartonshire,HSC partnership,27,Aged 75 to 84,28,3.7,09-Feb-20
West Dunbartonshire,HSC partnership,14.5,Aged 85 and over,20,37.9,09-Feb-20
West Dunbartonshire,HSC partnership,53,Aged under 5,51,-3.8,09-Feb-20
West Lothian,HSC partnership,403.5,Aged 15 to 44,431,6.8,09-Feb-20
West Lothian,HSC partnership,245,Aged 45 to 64,254,3.7,09-Feb-20
West Lothian,HSC partnership,109.5,Aged 5 to 14,116,5.9,09-Feb-20
West Lothian,HSC partnership,97,Aged 65 to 74,91,-6.2,09-Feb-20
West Lothian,HSC partnership,78,Aged 75 to 84,79,1.3,09-Feb-20
West Lothian,HSC partnership,30,Aged 85 and over,38,26.7,09-Feb-20
West Lothian,HSC partnership,114.5,Aged under 5,100,-12.7,09-Feb-20
Western Isles,HSC partnership,36,Aged 15 to 44,32,-11.1,09-Feb-20
Western Isles,HSC partnership,26,Aged 45 to 64,28,7.7,09-Feb-20
Western Isles,HSC partnership,17,Aged 65 to 74,15,-11.8,09-Feb-20
Western Isles,HSC partnership,11,Aged 75 to 84,16,45.5,09-Feb-20
Western Isles,HSC partnership,8,Aged 85 and over,11,37.5,09-Feb-20
Western Isles,HSC partnership,6.5,Aged under 5,9,38.5,09-Feb-20
Aberdeen City,HSC partnership,369.5,Aged 15 to 44,347,-6.1,16-Feb-20
Aberdeen City,HSC partnership,170.5,Aged 45 to 64,172,0.9,16-Feb-20
Aberdeen City,HSC partnership,84.5,Aged 5 to 14,105,24.3,16-Feb-20
Aberdeen City,HSC partnership,65.5,Aged 65 to 74,54,-17.6,16-Feb-20
Aberdeen City,HSC partnership,61.5,Aged 75 to 84,59,-4.1,16-Feb-20
Aberdeen City,HSC partnership,37,Aged 85 and over,50,35.1,16-Feb-20
Aberdeen City,HSC partnership,75.5,Aged under 5,71,-6,16-Feb-20
Aberdeenshire,HSC partnership,168,Aged 15 to 44,170,1.2,16-Feb-20
Aberdeenshire,HSC partnership,115,Aged 45 to 64,102,-11.3,16-Feb-20
Aberdeenshire,HSC partnership,67,Aged 5 to 14,58,-13.4,16-Feb-20
Aberdeenshire,HSC partnership,60,Aged 65 to 74,55,-8.3,16-Feb-20
Aberdeenshire,HSC partnership,47,Aged 75 to 84,46,-2.1,16-Feb-20
Aberdeenshire,HSC partnership,22.5,Aged 85 and over,25,11.1,16-Feb-20
Aberdeenshire,HSC partnership,50.5,Aged under 5,45,-10.9,16-Feb-20
Angus,HSC partnership,66,Aged 15 to 44,60,-9.1,16-Feb-20
Angus,HSC partnership,52.5,Aged 45 to 64,44,-16.2,16-Feb-20
Angus,HSC partnership,17.5,Aged 5 to 14,14,-20,16-Feb-20
Angus,HSC partnership,22.5,Aged 65 to 74,25,11.1,16-Feb-20
Angus,HSC partnership,20,Aged 75 to 84,24,20,16-Feb-20
Angus,HSC partnership,12.5,Aged 85 and over,17,36,16-Feb-20
Angus,HSC partnership,16.5,Aged under 5,16,-3,16-Feb-20
Argyll & Bute,HSC partnership,67.5,Aged 15 to 44,59,-12.6,16-Feb-20
Argyll & Bute,HSC partnership,49.5,Aged 45 to 64,46,-7.1,16-Feb-20
Argyll & Bute,HSC partnership,11.5,Aged 5 to 14,12,4.3,16-Feb-20
Argyll & Bute,HSC partnership,40.5,Aged 65 to 74,19,-53.1,16-Feb-20
Argyll & Bute,HSC partnership,27,Aged 75 to 84,17,-37,16-Feb-20
Argyll & Bute,HSC partnership,19,Aged 85 and over,16,-15.8,16-Feb-20
Argyll & Bute,HSC partnership,24.5,Aged under 5,13,-46.9,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,139.5,Aged 15 to 44,166,19,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,112,Aged 45 to 64,108,-3.6,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,25.5,Aged 5 to 14,25,-2,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,37.5,Aged 65 to 74,47,25.3,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,41.5,Aged 75 to 84,48,15.7,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,25.5,Aged 85 and over,23,-9.8,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,23,Aged under 5,25,8.7,16-Feb-20
Dumfries & Galloway,HSC partnership,252.5,Aged 15 to 44,277,9.7,16-Feb-20
Dumfries & Galloway,HSC partnership,190.5,Aged 45 to 64,168,-11.8,16-Feb-20
Dumfries & Galloway,HSC partnership,93,Aged 5 to 14,74,-20.4,16-Feb-20
Dumfries & Galloway,HSC partnership,85,Aged 65 to 74,92,8.2,16-Feb-20
Dumfries & Galloway,HSC partnership,94.5,Aged 75 to 84,100,5.8,16-Feb-20
Dumfries & Galloway,HSC partnership,55.5,Aged 85 and over,41,-26.1,16-Feb-20
Dumfries & Galloway,HSC partnership,77.5,Aged under 5,99,27.7,16-Feb-20
Dundee City,HSC partnership,247.5,Aged 15 to 44,214,-13.5,16-Feb-20
Dundee City,HSC partnership,108,Aged 45 to 64,110,1.9,16-Feb-20
Dundee City,HSC partnership,61.5,Aged 5 to 14,54,-12.2,16-Feb-20
Dundee City,HSC partnership,40,Aged 65 to 74,46,15,16-Feb-20
Dundee City,HSC partnership,38,Aged 75 to 84,32,-15.8,16-Feb-20
Dundee City,HSC partnership,29,Aged 85 and over,25,-13.8,16-Feb-20
Dundee City,HSC partnership,43.5,Aged under 5,53,21.8,16-Feb-20
East Ayrshire,HSC partnership,271.5,Aged 15 to 44,246,-9.4,16-Feb-20
East Ayrshire,HSC partnership,159.5,Aged 45 to 64,141,-11.6,16-Feb-20
East Ayrshire,HSC partnership,54.5,Aged 5 to 14,58,6.4,16-Feb-20
East Ayrshire,HSC partnership,68.5,Aged 65 to 74,67,-2.2,16-Feb-20
East Ayrshire,HSC partnership,49.5,Aged 75 to 84,56,13.1,16-Feb-20
East Ayrshire,HSC partnership,29,Aged 85 and over,20,-31,16-Feb-20
East Ayrshire,HSC partnership,75.5,Aged under 5,57,-24.5,16-Feb-20
East Dunbartonshire,HSC partnership,107,Aged 15 to 44,103,-3.7,16-Feb-20
East Dunbartonshire,HSC partnership,81,Aged 45 to 64,57,-29.6,16-Feb-20
East Dunbartonshire,HSC partnership,38,Aged 5 to 14,43,13.2,16-Feb-20
East Dunbartonshire,HSC partnership,29.5,Aged 65 to 74,42,42.4,16-Feb-20
East Dunbartonshire,HSC partnership,41.5,Aged 75 to 84,31,-25.3,16-Feb-20
East Dunbartonshire,HSC partnership,23.5,Aged 85 and over,25,6.4,16-Feb-20
East Dunbartonshire,HSC partnership,53.5,Aged under 5,42,-21.5,16-Feb-20
East Lothian,HSC partnership,137.5,Aged 15 to 44,126,-8.4,16-Feb-20
East Lothian,HSC partnership,94,Aged 45 to 64,86,-8.5,16-Feb-20
East Lothian,HSC partnership,56.5,Aged 5 to 14,44,-22.1,16-Feb-20
East Lothian,HSC partnership,38,Aged 65 to 74,31,-18.4,16-Feb-20
East Lothian,HSC partnership,41.5,Aged 75 to 84,35,-15.7,16-Feb-20
East Lothian,HSC partnership,22,Aged 85 and over,21,-4.5,16-Feb-20
East Lothian,HSC partnership,73.5,Aged under 5,61,-17,16-Feb-20
East Renfrewshire,HSC partnership,119,Aged 15 to 44,118,-0.8,16-Feb-20
East Renfrewshire,HSC partnership,76.5,Aged 45 to 64,80,4.6,16-Feb-20
East Renfrewshire,HSC partnership,40.5,Aged 5 to 14,33,-18.5,16-Feb-20
East Renfrewshire,HSC partnership,40,Aged 65 to 74,35,-12.5,16-Feb-20
East Renfrewshire,HSC partnership,42,Aged 75 to 84,32,-23.8,16-Feb-20
East Renfrewshire,HSC partnership,30.5,Aged 85 and over,29,-4.9,16-Feb-20
East Renfrewshire,HSC partnership,56,Aged under 5,36,-35.7,16-Feb-20
Edinburgh,HSC partnership,666,Aged 15 to 44,693,4.1,16-Feb-20
Edinburgh,HSC partnership,359.5,Aged 45 to 64,368,2.4,16-Feb-20
Edinburgh,HSC partnership,224,Aged 5 to 14,209,-6.7,16-Feb-20
Edinburgh,HSC partnership,159,Aged 65 to 74,147,-7.5,16-Feb-20
Edinburgh,HSC partnership,149.5,Aged 75 to 84,150,0.3,16-Feb-20
Edinburgh,HSC partnership,114,Aged 85 and over,92,-19.3,16-Feb-20
Edinburgh,HSC partnership,389.5,Aged under 5,294,-24.5,16-Feb-20
Falkirk,HSC partnership,277.5,Aged 15 to 44,272,-2,16-Feb-20
Falkirk,HSC partnership,175,Aged 45 to 64,197,12.6,16-Feb-20
Falkirk,HSC partnership,68,Aged 5 to 14,62,-8.8,16-Feb-20
Falkirk,HSC partnership,63.5,Aged 65 to 74,70,10.2,16-Feb-20
Falkirk,HSC partnership,66.5,Aged 75 to 84,69,3.8,16-Feb-20
Falkirk,HSC partnership,27,Aged 85 and over,25,-7.4,16-Feb-20
Falkirk,HSC partnership,50.5,Aged under 5,61,20.8,16-Feb-20
Fife,HSC partnership,520,Aged 15 to 44,479,-7.9,16-Feb-20
Fife,HSC partnership,305.5,Aged 45 to 64,289,-5.4,16-Feb-20
Fife,HSC partnership,119,Aged 5 to 14,102,-14.3,16-Feb-20
Fife,HSC partnership,140.5,Aged 65 to 74,149,6,16-Feb-20
Fife,HSC partnership,125,Aged 75 to 84,141,12.8,16-Feb-20
Fife,HSC partnership,65.5,Aged 85 and over,77,17.6,16-Feb-20
Fife,HSC partnership,115,Aged under 5,78,-32.2,16-Feb-20
Glasgow City,HSC partnership,1357.5,Aged 15 to 44,1339,-1.4,16-Feb-20
Glasgow City,HSC partnership,768.5,Aged 45 to 64,707,-8,16-Feb-20
Glasgow City,HSC partnership,302.5,Aged 5 to 14,239,-21,16-Feb-20
Glasgow City,HSC partnership,231,Aged 65 to 74,225,-2.6,16-Feb-20
Glasgow City,HSC partnership,219.5,Aged 75 to 84,188,-14.4,16-Feb-20
Glasgow City,HSC partnership,126.5,Aged 85 and over,113,-10.7,16-Feb-20
Glasgow City,HSC partnership,441.5,Aged under 5,368,-16.6,16-Feb-20
Highland,HSC partnership,311.5,Aged 15 to 44,333,6.9,16-Feb-20
Highland,HSC partnership,218.5,Aged 45 to 64,201,-8,16-Feb-20
Highland,HSC partnership,90.5,Aged 5 to 14,72,-20.4,16-Feb-20
Highland,HSC partnership,101,Aged 65 to 74,88,-12.9,16-Feb-20
Highland,HSC partnership,81,Aged 75 to 84,82,1.2,16-Feb-20
Highland,HSC partnership,50.5,Aged 85 and over,44,-12.9,16-Feb-20
Highland,HSC partnership,57,Aged under 5,62,8.8,16-Feb-20
Inverclyde,HSC partnership,198.5,Aged 15 to 44,216,8.8,16-Feb-20
Inverclyde,HSC partnership,139,Aged 45 to 64,128,-7.9,16-Feb-20
Inverclyde,HSC partnership,46,Aged 5 to 14,38,-17.4,16-Feb-20
Inverclyde,HSC partnership,57.5,Aged 65 to 74,59,2.6,16-Feb-20
Inverclyde,HSC partnership,53.5,Aged 75 to 84,48,-10.3,16-Feb-20
Inverclyde,HSC partnership,27.5,Aged 85 and over,32,16.4,16-Feb-20
Inverclyde,HSC partnership,41,Aged under 5,50,22,16-Feb-20
Midlothian,HSC partnership,152,Aged 15 to 44,137,-9.9,16-Feb-20
Midlothian,HSC partnership,104.5,Aged 45 to 64,112,7.2,16-Feb-20
Midlothian,HSC partnership,50,Aged 5 to 14,44,-12,16-Feb-20
Midlothian,HSC partnership,47,Aged 65 to 74,57,21.3,16-Feb-20
Midlothian,HSC partnership,47,Aged 75 to 84,36,-23.4,16-Feb-20
Midlothian,HSC partnership,18,Aged 85 and over,18,0,16-Feb-20
Midlothian,HSC partnership,90.5,Aged under 5,92,1.7,16-Feb-20
Moray,HSC partnership,145,Aged 15 to 44,157,8.3,16-Feb-20
Moray,HSC partnership,117,Aged 45 to 64,96,-17.9,16-Feb-20
Moray,HSC partnership,49,Aged 5 to 14,51,4.1,16-Feb-20
Moray,HSC partnership,42,Aged 65 to 74,53,26.2,16-Feb-20
Moray,HSC partnership,43,Aged 75 to 84,37,-14,16-Feb-20
Moray,HSC partnership,29.5,Aged 85 and over,21,-28.8,16-Feb-20
Moray,HSC partnership,33,Aged under 5,29,-12.1,16-Feb-20
NHS Ayrshire & Arran,Health board,708.5,Aged 15 to 44,607,-14.3,16-Feb-20
NHS Ayrshire & Arran,Health board,454.5,Aged 45 to 64,418,-8,16-Feb-20
NHS Ayrshire & Arran,Health board,186,Aged 5 to 14,149,-19.9,16-Feb-20
NHS Ayrshire & Arran,Health board,203,Aged 65 to 74,191,-5.9,16-Feb-20
NHS Ayrshire & Arran,Health board,168.5,Aged 75 to 84,195,15.7,16-Feb-20
NHS Ayrshire & Arran,Health board,103,Aged 85 and over,82,-20.4,16-Feb-20
NHS Ayrshire & Arran,Health board,228,Aged under 5,151,-33.8,16-Feb-20
NHS Borders,Health board,164,Aged 15 to 44,166,1.2,16-Feb-20
NHS Borders,Health board,128.5,Aged 45 to 64,124,-3.5,16-Feb-20
NHS Borders,Health board,39.5,Aged 5 to 14,28,-29.1,16-Feb-20
NHS Borders,Health board,67.5,Aged 65 to 74,95,40.7,16-Feb-20
NHS Borders,Health board,75,Aged 75 to 84,70,-6.7,16-Feb-20
NHS Borders,Health board,40.5,Aged 85 and over,52,28.4,16-Feb-20
NHS Borders,Health board,25.5,Aged under 5,16,-37.3,16-Feb-20
NHS Dumfries & Galloway,Health board,263.5,Aged 15 to 44,285,8.2,16-Feb-20
NHS Dumfries & Galloway,Health board,198,Aged 45 to 64,165,-16.7,16-Feb-20
NHS Dumfries & Galloway,Health board,96,Aged 5 to 14,74,-22.9,16-Feb-20
NHS Dumfries & Galloway,Health board,86,Aged 65 to 74,93,8.1,16-Feb-20
NHS Dumfries & Galloway,Health board,96.5,Aged 75 to 84,100,3.6,16-Feb-20
NHS Dumfries & Galloway,Health board,54.5,Aged 85 and over,40,-26.6,16-Feb-20
NHS Dumfries & Galloway,Health board,77,Aged under 5,99,28.6,16-Feb-20
NHS Fife,Health board,465.5,Aged 15 to 44,445,-4.4,16-Feb-20
NHS Fife,Health board,287.5,Aged 45 to 64,262,-8.9,16-Feb-20
NHS Fife,Health board,102.5,Aged 5 to 14,93,-9.3,16-Feb-20
NHS Fife,Health board,126,Aged 65 to 74,132,4.8,16-Feb-20
NHS Fife,Health board,109,Aged 75 to 84,126,15.6,16-Feb-20
NHS Fife,Health board,56.5,Aged 85 and over,71,25.7,16-Feb-20
NHS Fife,Health board,99.5,Aged under 5,68,-31.7,16-Feb-20
NHS Forth Valley,Health board,428.5,Aged 15 to 44,430,0.4,16-Feb-20
NHS Forth Valley,Health board,293.5,Aged 45 to 64,308,4.9,16-Feb-20
NHS Forth Valley,Health board,88,Aged 5 to 14,87,-1.1,16-Feb-20
NHS Forth Valley,Health board,104,Aged 65 to 74,120,15.4,16-Feb-20
NHS Forth Valley,Health board,110.5,Aged 75 to 84,120,8.6,16-Feb-20
NHS Forth Valley,Health board,53,Aged 85 and over,50,-5.7,16-Feb-20
NHS Forth Valley,Health board,77,Aged under 5,89,15.6,16-Feb-20
NHS Grampian,Health board,688.5,Aged 15 to 44,668,-3,16-Feb-20
NHS Grampian,Health board,400.5,Aged 45 to 64,373,-6.9,16-Feb-20
NHS Grampian,Health board,198.5,Aged 5 to 14,212,6.8,16-Feb-20
NHS Grampian,Health board,166,Aged 65 to 74,163,-1.8,16-Feb-20
NHS Grampian,Health board,151.5,Aged 75 to 84,142,-6.3,16-Feb-20
NHS Grampian,Health board,88.5,Aged 85 and over,96,8.5,16-Feb-20
NHS Grampian,Health board,156.5,Aged under 5,143,-8.6,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,2519,Aged 15 to 44,2429,-3.6,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,1500,Aged 45 to 64,1390,-7.3,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,634.5,Aged 5 to 14,524,-17.4,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,544,Aged 65 to 74,520,-4.4,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,527.5,Aged 75 to 84,465,-11.8,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,310,Aged 85 and over,328,5.8,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,863.5,Aged under 5,729,-15.6,16-Feb-20
NHS Highland,Health board,354,Aged 15 to 44,392,10.7,16-Feb-20
NHS Highland,Health board,256.5,Aged 45 to 64,233,-9.2,16-Feb-20
NHS Highland,Health board,100.5,Aged 5 to 14,79,-21.4,16-Feb-20
NHS Highland,Health board,130,Aged 65 to 74,97,-25.4,16-Feb-20
NHS Highland,Health board,99,Aged 75 to 84,94,-5.1,16-Feb-20
NHS Highland,Health board,56.5,Aged 85 and over,51,-9.7,16-Feb-20
NHS Highland,Health board,62.5,Aged under 5,68,8.8,16-Feb-20
NHS Lanarkshire,Health board,1406.5,Aged 15 to 44,1306,-7.1,16-Feb-20
NHS Lanarkshire,Health board,1033,Aged 45 to 64,927,-10.3,16-Feb-20
NHS Lanarkshire,Health board,269,Aged 5 to 14,206,-23.4,16-Feb-20
NHS Lanarkshire,Health board,393,Aged 65 to 74,446,13.5,16-Feb-20
NHS Lanarkshire,Health board,361.5,Aged 75 to 84,365,1,16-Feb-20
NHS Lanarkshire,Health board,194,Aged 85 and over,154,-20.6,16-Feb-20
NHS Lanarkshire,Health board,231.5,Aged under 5,199,-14,16-Feb-20
NHS Lothian,Health board,1396,Aged 15 to 44,1358,-2.7,16-Feb-20
NHS Lothian,Health board,832.5,Aged 45 to 64,848,1.9,16-Feb-20
NHS Lothian,Health board,466,Aged 5 to 14,390,-16.3,16-Feb-20
NHS Lothian,Health board,357,Aged 65 to 74,341,-4.5,16-Feb-20
NHS Lothian,Health board,326.5,Aged 75 to 84,294,-10,16-Feb-20
NHS Lothian,Health board,186.5,Aged 85 and over,175,-6.2,16-Feb-20
NHS Lothian,Health board,648,Aged under 5,536,-17.3,16-Feb-20
NHS Orkney,Health board,40.5,Aged 15 to 44,47,16,16-Feb-20
NHS Orkney,Health board,23.5,Aged 45 to 64,34,44.7,16-Feb-20
NHS Orkney,Health board,9.5,Aged 5 to 14,6,-36.8,16-Feb-20
NHS Orkney,Health board,14.5,Aged 65 to 74,9,-37.9,16-Feb-20
NHS Orkney,Health board,11.5,Aged 75 to 84,17,47.8,16-Feb-20
NHS Orkney,Health board,7.5,Aged 85 and over,8,6.7,16-Feb-20
NHS Shetland,Health board,40.5,Aged 15 to 44,47,16,16-Feb-20
NHS Shetland,Health board,35.5,Aged 45 to 64,31,-12.7,16-Feb-20
NHS Shetland,Health board,12,Aged 5 to 14,15,25,16-Feb-20
NHS Shetland,Health board,15.5,Aged 65 to 74,18,16.1,16-Feb-20
NHS Shetland,Health board,14,Aged 75 to 84,11,-21.4,16-Feb-20
NHS Shetland,Health board,5.5,Aged 85 and over,8,45.5,16-Feb-20
NHS Shetland,Health board,14,Aged under 5,18,28.6,16-Feb-20
NHS Tayside,Health board,578,Aged 15 to 44,476,-17.6,16-Feb-20
NHS Tayside,Health board,285.5,Aged 45 to 64,283,-0.9,16-Feb-20
NHS Tayside,Health board,137.5,Aged 5 to 14,111,-19.3,16-Feb-20
NHS Tayside,Health board,118,Aged 65 to 74,116,-1.7,16-Feb-20
NHS Tayside,Health board,120.5,Aged 75 to 84,95,-21.2,16-Feb-20
NHS Tayside,Health board,76,Aged 85 and over,77,1.3,16-Feb-20
NHS Tayside,Health board,117,Aged under 5,103,-12,16-Feb-20
NHS Western Isles,Health board,40.5,Aged 15 to 44,27,-33.3,16-Feb-20
NHS Western Isles,Health board,35.5,Aged 45 to 64,30,-15.5,16-Feb-20
NHS Western Isles,Health board,6.5,Aged 5 to 14,13,100,16-Feb-20
NHS Western Isles,Health board,10,Aged 65 to 74,16,60,16-Feb-20
NHS Western Isles,Health board,13.5,Aged 75 to 84,13,-3.7,16-Feb-20
NHS Western Isles,Health board,7,Aged 85 and over,5,-28.6,16-Feb-20
NHS Western Isles,Health board,6.5,Aged under 5,7,7.7,16-Feb-20
North Ayrshire,HSC partnership,245,Aged 15 to 44,206,-15.9,16-Feb-20
North Ayrshire,HSC partnership,160.5,Aged 45 to 64,160,-0.3,16-Feb-20
North Ayrshire,HSC partnership,81,Aged 5 to 14,50,-38.3,16-Feb-20
North Ayrshire,HSC partnership,67.5,Aged 65 to 74,63,-6.7,16-Feb-20
North Ayrshire,HSC partnership,56.5,Aged 75 to 84,68,20.4,16-Feb-20
North Ayrshire,HSC partnership,36.5,Aged 85 and over,37,1.4,16-Feb-20
North Ayrshire,HSC partnership,80,Aged under 5,63,-21.2,16-Feb-20
North Lanarkshire,HSC partnership,834,Aged 15 to 44,802,-3.8,16-Feb-20
North Lanarkshire,HSC partnership,602.5,Aged 45 to 64,552,-8.4,16-Feb-20
North Lanarkshire,HSC partnership,169,Aged 5 to 14,129,-23.7,16-Feb-20
North Lanarkshire,HSC partnership,224.5,Aged 65 to 74,264,17.6,16-Feb-20
North Lanarkshire,HSC partnership,191.5,Aged 75 to 84,201,5,16-Feb-20
North Lanarkshire,HSC partnership,89,Aged 85 and over,62,-30.3,16-Feb-20
North Lanarkshire,HSC partnership,170,Aged under 5,144,-15.3,16-Feb-20
Orkney Islands,HSC partnership,40,Aged 15 to 44,44,10,16-Feb-20
Orkney Islands,HSC partnership,24.5,Aged 45 to 64,36,46.9,16-Feb-20
Orkney Islands,HSC partnership,9.5,Aged 5 to 14,5,-47.4,16-Feb-20
Orkney Islands,HSC partnership,14.5,Aged 65 to 74,10,-31,16-Feb-20
Orkney Islands,HSC partnership,12,Aged 75 to 84,17,41.7,16-Feb-20
Orkney Islands,HSC partnership,7,Aged 85 and over,8,14.3,16-Feb-20
Perth & Kinross,HSC partnership,207.5,Aged 15 to 44,167,-19.5,16-Feb-20
Perth & Kinross,HSC partnership,101.5,Aged 45 to 64,115,13.3,16-Feb-20
Perth & Kinross,HSC partnership,46,Aged 5 to 14,35,-23.9,16-Feb-20
Perth & Kinross,HSC partnership,46.5,Aged 65 to 74,33,-29,16-Feb-20
Perth & Kinross,HSC partnership,51.5,Aged 75 to 84,30,-41.7,16-Feb-20
Perth & Kinross,HSC partnership,26,Aged 85 and over,30,15.4,16-Feb-20
Perth & Kinross,HSC partnership,51,Aged under 5,26,-49,16-Feb-20
Renfrewshire,HSC partnership,392.5,Aged 15 to 44,352,-10.3,16-Feb-20
Renfrewshire,HSC partnership,257.5,Aged 45 to 64,250,-2.9,16-Feb-20
Renfrewshire,HSC partnership,107.5,Aged 5 to 14,80,-25.6,16-Feb-20
Renfrewshire,HSC partnership,99.5,Aged 65 to 74,92,-7.5,16-Feb-20
Renfrewshire,HSC partnership,115,Aged 75 to 84,98,-14.8,16-Feb-20
Renfrewshire,HSC partnership,51.5,Aged 85 and over,77,49.5,16-Feb-20
Renfrewshire,HSC partnership,117.5,Aged under 5,88,-25.1,16-Feb-20
Scotland,Scotland,9093.5,Aged 15 to 44,8683,-4.5,16-Feb-20
Scotland,Scotland,5764.5,Aged 45 to 64,5426,-5.9,16-Feb-20
Scotland,Scotland,2346,Aged 5 to 14,1987,-15.3,16-Feb-20
Scotland,Scotland,2334.5,Aged 65 to 74,2357,1,16-Feb-20
Scotland,Scotland,2185,Aged 75 to 84,2107,-3.6,16-Feb-20
Scotland,Scotland,1239,Aged 85 and over,1197,-3.4,16-Feb-20
Scotland,Scotland,2616,Aged under 5,2227,-14.9,16-Feb-20
Scottish Borders,HSC partnership,167,Aged 15 to 44,173,3.6,16-Feb-20
Scottish Borders,HSC partnership,127,Aged 45 to 64,124,-2.4,16-Feb-20
Scottish Borders,HSC partnership,40.5,Aged 5 to 14,26,-35.8,16-Feb-20
Scottish Borders,HSC partnership,67.5,Aged 65 to 74,96,42.2,16-Feb-20
Scottish Borders,HSC partnership,74.5,Aged 75 to 84,73,-2,16-Feb-20
Scottish Borders,HSC partnership,42,Aged 85 and over,52,23.8,16-Feb-20
Scottish Borders,HSC partnership,28,Aged under 5,18,-35.7,16-Feb-20
Shetland Islands,HSC partnership,39,Aged 15 to 44,47,20.5,16-Feb-20
Shetland Islands,HSC partnership,34,Aged 45 to 64,31,-8.8,16-Feb-20
Shetland Islands,HSC partnership,12,Aged 5 to 14,15,25,16-Feb-20
Shetland Islands,HSC partnership,15,Aged 65 to 74,18,20,16-Feb-20
Shetland Islands,HSC partnership,14.5,Aged 75 to 84,11,-24.1,16-Feb-20
Shetland Islands,HSC partnership,5.5,Aged 85 and over,8,45.5,16-Feb-20
Shetland Islands,HSC partnership,14,Aged under 5,18,28.6,16-Feb-20
South Ayrshire,HSC partnership,207,Aged 15 to 44,190,-8.2,16-Feb-20
South Ayrshire,HSC partnership,140,Aged 45 to 64,124,-11.4,16-Feb-20
South Ayrshire,HSC partnership,56.5,Aged 5 to 14,45,-20.4,16-Feb-20
South Ayrshire,HSC partnership,71.5,Aged 65 to 74,68,-4.9,16-Feb-20
South Ayrshire,HSC partnership,64.5,Aged 75 to 84,81,25.6,16-Feb-20
South Ayrshire,HSC partnership,42.5,Aged 85 and over,36,-15.3,16-Feb-20
South Ayrshire,HSC partnership,71.5,Aged under 5,36,-49.7,16-Feb-20
South Lanarkshire,HSC partnership,679.5,Aged 15 to 44,595,-12.4,16-Feb-20
South Lanarkshire,HSC partnership,495.5,Aged 45 to 64,434,-12.4,16-Feb-20
South Lanarkshire,HSC partnership,140.5,Aged 5 to 14,129,-8.2,16-Feb-20
South Lanarkshire,HSC partnership,197.5,Aged 65 to 74,191,-3.3,16-Feb-20
South Lanarkshire,HSC partnership,182,Aged 75 to 84,173,-4.9,16-Feb-20
South Lanarkshire,HSC partnership,114.5,Aged 85 and over,98,-14.4,16-Feb-20
South Lanarkshire,HSC partnership,141,Aged under 5,135,-4.3,16-Feb-20
West Dunbartonshire,HSC partnership,145,Aged 15 to 44,123,-15.2,16-Feb-20
West Dunbartonshire,HSC partnership,79,Aged 45 to 64,70,-11.4,16-Feb-20
West Dunbartonshire,HSC partnership,37,Aged 5 to 14,27,-27,16-Feb-20
West Dunbartonshire,HSC partnership,33,Aged 65 to 74,38,15.2,16-Feb-20
West Dunbartonshire,HSC partnership,27.5,Aged 75 to 84,34,23.6,16-Feb-20
West Dunbartonshire,HSC partnership,20.5,Aged 85 and over,24,17.1,16-Feb-20
West Dunbartonshire,HSC partnership,47,Aged under 5,47,0,16-Feb-20
West Lothian,HSC partnership,390,Aged 15 to 44,360,-7.7,16-Feb-20
West Lothian,HSC partnership,251.5,Aged 45 to 64,255,1.4,16-Feb-20
West Lothian,HSC partnership,124.5,Aged 5 to 14,86,-30.9,16-Feb-20
West Lothian,HSC partnership,99.5,Aged 65 to 74,98,-1.5,16-Feb-20
West Lothian,HSC partnership,82,Aged 75 to 84,70,-14.6,16-Feb-20
West Lothian,HSC partnership,30,Aged 85 and over,43,43.3,16-Feb-20
West Lothian,HSC partnership,77,Aged under 5,80,3.9,16-Feb-20
